JURISDICTION,YEAR,POPULATION,MURDER,RAPE,ROBBERY,AGG__ASSAULT,B___E,LARCENY_THEFT,M_V_THEFT,GRAND_TOTAL,PERCENT_CHANGE,VIOLENT_CRIME_TOTAL,VIOLENT_CRIME_PERCENT,VIOLENT_CRIME_PERCENT_CHANGE,PROPERTY_CRIME_PERCENT,PROPERTY_CRIME_PERCENT_CHANGE,OVERALL_CRIME_RATE_PER_100_000_PEOPLE,OVERALL_PERCENT_CHANGE_PER_100_000_PEOPLE,VIOLENT_CRIME_RATE_PER_100_000_PEOPLE,VIOLENT_CRIME_RATE_PERCENT_CHANGE_PER_100_000_PEOPLE,PROPERTY_CRIME_RATE_PER_100_000_PEOPLE,PROPERTY_CRIME_RATE_PERCENT_CHANGE_PER_100_000_PEOPLE,MURDER_PER_100_000_PEOPLE,RAPE_PER_100_000_PEOPLE,ROBBERY_PER_100_000_PEOPLE,AGG__ASSAULT_PER_100_000_PEOPLE,B___E_PER_100_000_PEOPLE,LARCENY_THEFT_PER_100_000_PEOPLE,M_V_THEFT_PER_100_000_PEOPLE,MURDER__RATE_PERCENT_CHANGE_PER_100_000_PEOPLE,RAPE_RATE_PERCENT_CHANGE_PER_100_000_PEOPLE,ROBBERY_RATE_PERCENT_CHANGE_PER_100_000_PEOPLE,AGG__ASSAULT__RATE_PERCENT_CHANGE_PER_100_000_PEOPLE,B___E_RATE_PERCENT_CHANGE_PER_100_000_PEOPLE,LARCENY_THEFT__RATE_PERCENT_CHANGE_PER_100_000_PEOPLE,M_V_THEFT__RATE_PERCENT_CHANGE_PER_100_000_PEOPLE,target
Cecil County,01/01/2014 12:00:00 AM,102296,4,38,90,364,614,2186,92,3388,2.3,496,14.6,13.8,85.4,0.6,3312.0,2.1,484.9,13.5,2827.1,0.4,3.9,37.1,88.0,355.8,600.2,2136.9,89.9,-20.2,45.8,4.4,13.9,-24.0,11.4,-17.3,2892
Cecil County,01/01/2015 12:00:00 AM,102376,9,31,77,249,569,1969,123,3027,-10.7,366,12.1,-26.2,87.9,-8.0,2956.7,-10.7,357.5,-26.3,2599.2,-8.1,8.8,30.3,75.2,243.2,555.8,1923.3,120.1,124.8,-18.5,-14.5,-31.6,-7.4,-10.0,33.6,2661
Cecil County,01/01/2016 12:00:00 AM,102033,3,25,70,275,526,1927,153,2979,-1.6,373,12.5,1.9,87.5,-2.1,2919.6,-1.3,365.6,2.3,2554.1,-8.1,2.9,24.5,68.6,269.5,515.5,1888.6,150.0,-66.6,-19.1,-8.8,10.8,-7.2,-1.8,24.8,2606
Charles County,01/01/1975 12:00:00 AM,55740,3,11,34,119,572,1295,131,2165,,167,7.7,,92.3,,3884.1,,299.6,,3584.5,,5.4,19.7,61.0,213.5,1026.2,2323.3,235.0,,,,,,,,1998
Charles County,01/01/1976 12:00:00 AM,59758,7,16,32,116,610,1393,100,2274,5.0,171,7.5,2.4,92.5,5.3,3805.3,-2.0,286.2,-4.5,3519.2,-1.8,11.7,26.8,53.5,194.1,1020.8,2331.1,167.3,117.6,35.7,-12.2,-9.1,-0.5,0.3,-28.8,2103
Charles County,01/01/1977 12:00:00 AM,64900,1,11,31,118,613,1330,160,2264,-0.4,161,7.1,-5.8,92.9,0.0,3488.4,-8.3,248.1,-13.3,3240.4,-7.9,1.5,16.9,47.8,181.8,944.5,2049.3,246.5,-86.8,-36.7,-10.8,-6.3,-7.5,-12.1,47.3,2103
Charles County,01/01/1978 12:00:00 AM,66193,9,12,37,193,641,1562,156,2610,15.3,251,9.6,55.9,90.4,12.2,3943.0,13.0,379.2,52.9,3563.8,10.0,13.6,18.1,55.9,291.6,968.4,2359.8,235.7,782.4,7.0,17.0,60.4,2.5,15.1,-4.4,2359
Charles County,01/01/1979 12:00:00 AM,67202,4,12,35,233,704,2093,173,3254,24.7,284,8.7,13.1,91.3,25.9,4842.1,22.8,422.6,11.4,4419.5,24.0,6.0,17.9,52.1,346.7,1047.6,3114.5,257.4,-56.2,-1.5,-6.8,18.9,8.2,32.0,9.2,2970
Charles County,01/01/1980 12:00:00 AM,72343,7,17,39,245,730,2062,198,3298,1.4,308,9.3,8.5,90.7,0.7,4558.8,-5.9,425.7,0.7,4133.1,-6.5,9.7,23.5,53.9,338.7,1009.1,2850.3,273.7,62.6,31.6,3.5,-2.3,-3.7,-8.5,6.3,2990
Charles County,01/01/1981 12:00:00 AM,73530,2,19,47,242,675,2231,144,3360,1.9,310,9.2,0.6,90.8,2.0,4569.6,0.2,421.6,-1.0,4148.0,0.4,2.7,25.8,63.9,329.1,918.0,3034.1,195.8,-71.9,10.0,18.6,-2.8,-9.0,6.4,-28.4,3050
Charles County,01/01/1982 12:00:00 AM,73599,4,17,46,232,685,1975,170,3129,-6.9,299,9.6,-3.5,90.4,-7.2,4251.4,-7.0,406.3,-3.6,3845.2,-7.3,5.4,23.1,62.5,315.2,930.7,2683.5,231.0,99.8,-10.6,-2.2,-4.2,1.4,-11.6,17.9,2830
Charles County,01/01/1983 12:00:00 AM,74271,5,17,51,230,593,1702,175,2773,-11.4,303,10.9,1.3,89.1,-12.7,3733.6,-12.2,408.0,0.4,3325.7,-13.5,6.7,22.9,68.7,309.7,798.4,2291.6,235.6,23.9,-0.9,9.9,-1.8,-14.2,-14.6,2.0,2470
Charles County,01/01/1984 12:00:00 AM,79140,1,20,45,230,671,1836,161,2964,6.9,296,10.0,-2.3,90.0,8.0,3745.3,0.3,374.0,-8.3,3371.2,1.4,1.3,25.3,56.9,290.6,847.9,2319.9,203.4,-81.2,10.4,-17.2,-6.2,6.2,1.2,-13.7,2668
Charles County,01/01/1985 12:00:00 AM,82603,3,29,54,270,643,1794,195,2988,0.8,356,11.9,20.3,88.1,-1.3,3617.3,-3.4,431.0,15.2,3186.3,-5.5,3.6,35.1,65.4,326.9,778.4,2171.8,236.1,187.4,38.9,15.0,12.5,-8.2,-6.4,16.0,2632
Charles County,01/01/1986 12:00:00 AM,83937,2,21,54,306,727,1964,245,3319,11.1,383,11.5,7.6,88.5,11.6,3954.2,9.3,456.3,5.9,3497.9,9.8,2.4,25.0,64.3,364.6,866.1,2339.9,291.9,-34.4,-28.7,-1.6,11.5,11.3,7.7,23.6,2936
Charles County,01/01/1987 12:00:00 AM,90430,4,33,53,401,821,2207,282,3801,14.5,491,12.9,28.2,87.1,12.7,4203.3,6.3,543.0,19.0,3660.3,4.6,4.4,36.5,58.6,443.4,907.9,2440.6,311.8,85.6,45.9,-8.9,21.6,4.8,4.3,6.8,3310
Charles County,01/01/1988 12:00:00 AM,95856,5,19,58,407,892,2391,386,4158,9.4,489,11.8,-0.4,88.2,10.8,4337.8,3.2,510.1,-6.0,3827.6,4.6,5.2,19.8,60.5,424.6,930.6,2494.4,402.7,17.9,-45.7,3.2,-4.2,2.5,2.2,29.1,3669
Charles County,01/01/1989 12:00:00 AM,96281,9,27,103,472,710,2488,447,4256,2.4,611,14.4,24.9,85.6,-0.7,4420.4,1.9,634.6,24.4,3785.8,-1.1,9.3,28.0,107.0,490.2,737.4,2584.1,464.3,79.2,41.5,76.8,15.5,-20.8,3.6,15.3,3645
Charles County,01/01/1990 12:00:00 AM,101154,8,28,89,509,843,2707,457,4641,9.0,634,13.7,3.8,86.3,9.9,4588.1,3.8,626.8,-1.2,3961.3,4.6,7.9,27.7,88.0,503.2,833.4,2676.1,451.8,-15.4,-1.3,-17.8,2.6,13.0,3.6,-2.7,4007
Charles County,01/01/1991 12:00:00 AM,102814,6,18,129,566,860,3220,480,5279,13.7,719,13.6,13.4,86.4,13.8,5134.5,11.9,699.3,11.6,4435.2,12.0,5.8,17.5,125.5,550.5,836.5,3131.9,466.9,-26.2,-36.8,42.6,9.4,0.4,17.0,3.3,4560
Charles County,01/01/1992 12:00:00 AM,103829,7,24,119,490,724,3304,408,5076,-3.8,640,12.6,-11.0,87.4,-2.7,4888.8,-4.8,616.4,-11.9,4272.4,-3.7,6.7,23.1,114.6,471.9,697.3,3182.2,393.0,15.5,32.0,-8.7,-14.3,-16.6,1.6,-15.8,4436
Charles County,01/01/1993 12:00:00 AM,107103,5,22,100,436,697,3015,405,4680,-7.8,563,12.0,-12.0,88.0,-7.2,4369.6,-10.6,525.7,-14.7,3844.0,-10.0,4.7,20.5,93.4,407.1,650.8,2815.0,378.1,-30.8,-11.1,-18.5,-13.7,-6.7,-11.5,-3.8,4117
Charles County,01/01/1994 12:00:00 AM,107983,3,22,129,451,831,3006,435,4877,4.2,605,12.4,7.5,87.6,3.8,4516.5,3.4,560.3,6.6,3956.2,2.9,2.8,20.4,119.5,417.7,769.6,2783.8,402.8,-40.5,-0.8,27.9,2.6,18.3,-1.1,6.5,4272
Charles County,01/01/1995 12:00:00 AM,110079,10,37,151,522,948,3258,474,5400,10.7,720,13.3,19.0,86.7,9.6,4905.6,8.6,654.1,16.7,4251.5,7.5,9.1,33.6,137.2,474.2,861.2,2959.7,430.6,227.0,65.0,14.8,13.5,11.9,6.3,6.9,4680
Charles County,01/01/1996 12:00:00 AM,110733,11,42,116,477,838,3140,420,5044,-6.6,646,12.8,-10.3,87.2,-6.0,4555.1,-7.1,583.4,-10.8,3971.7,-6.6,9.9,37.9,104.8,430.8,756.8,2835.6,379.3,9.4,12.8,-23.6,-9.2,-12.1,-4.2,-11.9,4398
Charles County,01/01/1997 12:00:00 AM,111212,4,39,135,539,760,3105,373,4955,-1.8,717,14.5,11.0,85.5,-3.6,4455.5,-2.2,644.7,10.5,3810.7,-4.1,3.6,35.1,121.4,484.7,683.4,2792.0,335.4,-63.8,-7.5,15.9,12.5,-9.7,-1.5,-11.6,4238
Charles County,01/01/1998 12:00:00 AM,116001,4,35,136,454,761,3486,377,5253,6.0,629,12.0,-12.3,88.0,9.1,4528.4,1.6,542.2,-15.9,3986.2,4.6,3.4,30.2,117.2,391.4,656.0,3005.1,325.0,-4.1,-14.0,-3.4,-19.2,-4.0,7.6,-3.1,4624
Charles County,01/01/1999 12:00:00 AM,118809,2,30,124,544,642,2781,272,4395,-16.3,700,15.9,11.3,84.1,-20.1,3699.2,-18.3,589.2,8.7,3110.0,-22.0,1.7,25.3,104.4,457.9,540.4,2340.7,228.9,-51.2,-16.3,-11.0,17.0,-17.6,-22.1,-29.6,3695
Charles County,01/01/2000 12:00:00 AM,120546,4,27,130,532,635,2801,365,4494,2.3,693,15.4,-1.0,84.6,2.9,3728.0,0.8,574.9,-2.4,3153.2,1.4,3.3,22.4,107.8,441.3,526.8,2323.6,302.8,97.1,-11.3,3.3,-3.6,-2.5,-0.7,32.3,3801
Charles County,01/01/2001 12:00:00 AM,122336,9,39,135,592,670,2848,392,4685,4.3,775,16.5,11.8,83.5,2.9,3829.6,2.7,633.5,10.2,3196.1,1.4,7.4,31.9,110.4,483.9,547.7,2328.0,320.4,121.7,42.3,2.3,9.6,4.0,0.2,5.8,3910
Charles County,01/01/2002 12:00:00 AM,124225,6,41,186,642,698,2906,464,4943,5.5,875,17.7,12.9,82.3,4.0,3979.1,3.9,704.4,11.2,3274.7,2.5,4.8,33.0,149.7,516.8,561.9,2339.3,373.5,-34.3,3.5,35.7,6.8,2.6,0.5,16.6,4068
Charles County,01/01/2003 12:00:00 AM,130240,4,38,152,579,709,3036,585,5103,3.2,773,15.1,-11.7,84.9,6.4,3918.2,-1.5,593.5,-15.7,3324.6,1.5,3.1,29.2,116.7,444.6,544.4,2331.1,449.2,-36.4,-11.6,-22.1,-14.0,-3.1,-0.4,20.3,4330
Charles County,01/01/2004 12:00:00 AM,134236,5,32,159,540,778,2903,524,4941,-3.2,736,14.9,-4.8,85.1,-2.9,3680.8,-6.1,548.3,-7.6,3132.5,-5.8,3.7,23.8,118.4,402.3,579.6,2162.6,390.4,21.3,-18.3,1.5,-9.5,6.5,-7.2,-13.1,4205
Charles County,01/01/2005 12:00:00 AM,136841,4,35,195,525,654,2989,627,5029,1.8,759,15.1,3.1,84.9,1.5,3675.1,-0.2,554.7,1.2,3120.4,-0.4,2.9,25.6,142.5,383.7,477.9,2184.3,458.2,-21.5,7.3,20.3,-4.6,-17.5,1.0,17.4,4270
Charles County,01/01/2006 12:00:00 AM,139202,4,24,202,499,714,3117,435,4995,-0.7,729,14.6,-4.0,85.4,-0.1,3588.3,-2.4,523.7,-5.6,3064.6,-1.8,2.9,17.2,145.1,358.5,512.9,2239.2,312.5,-1.7,-32.6,1.8,-6.6,7.3,2.5,-31.8,4266
Charles County,01/01/2007 12:00:00 AM,142320,4,33,198,611,756,3049,438,5089,1.9,846,16.6,16.0,83.4,-0.5,3575.7,-0.4,594.4,13.5,2981.3,-2.7,2.8,23.2,139.1,429.3,531.2,2142.4,307.8,-2.2,34.5,-4.1,19.8,3.6,-4.3,-1.5,4243
Charles County,01/01/2008 12:00:00 AM,142039,10,26,187,571,753,3171,387,5105,0.3,794,15.6,-6.1,84.4,1.6,3594.1,0.5,559.0,-6.0,3035.1,1.8,7.0,18.3,131.7,402.0,530.1,2232.5,272.5,150.5,-21.1,-5.4,-6.4,-0.2,4.2,-11.5,4311
Charles County,01/01/2009 12:00:00 AM,143833,7,35,185,474,598,2862,272,4433,-13.2,701,15.8,-11.7,84.2,-13.4,3082.0,-14.2,487.4,-12.8,2594.7,-14.5,4.9,24.3,128.6,329.5,415.8,1989.8,189.1,-30.9,32.9,-2.3,-18.0,-21.6,-10.9,-30.6,3732
Charles County,01/01/2010 12:00:00 AM,145349,2,35,171,505,707,2715,290,4425,-0.2,713,16.1,1.7,83.9,-0.5,3044.4,-1.2,490.5,0.7,2553.9,-1.6,1.4,24.1,117.6,347.4,486.4,1867.9,199.5,-71.7,-1.0,-8.5,5.4,17.0,-6.1,5.5,3712
Charles County,01/01/2011 12:00:00 AM,147940,3,26,176,383,767,2731,280,4366,-1.3,588,13.5,-17.5,86.5,1.8,2951.2,-3.1,397.5,-19.0,2553.7,0.0,2.0,17.6,119.0,258.9,518.5,1846.0,189.3,47.4,-27.0,1.1,-25.5,6.6,-1.2,-5.1,3778
Charles County,01/01/2012 12:00:00 AM,150570,6,32,154,383,614,2543,186,3918,-10.3,575,14.7,-2.2,85.3,-11.5,2602.1,-11.8,381.9,-3.9,2220.2,-13.1,4.0,21.3,102.3,254.4,407.8,1688.9,123.5,96.5,20.9,-14.0,-1.7,-21.3,-8.5,-34.7,3343
Charles County,01/01/2013 12:00:00 AM,152067,3,24,147,414,704,2631,192,4115,5.0,588,14.3,2.3,85.7,5.5,2706.0,4.0,386.7,1.3,2319.4,4.5,2.0,15.8,96.7,272.2,463.0,1730.2,126.3,-50.5,-25.7,-5.5,7.0,13.5,2.4,2.2,3527
Charles County,01/01/2014 12:00:00 AM,154633,2,23,148,373,507,2387,157,3597,-12.6,546,15.2,-7.1,84.8,-13.5,2326.2,-14.0,353.1,-8.7,1973.1,-14.9,1.3,14.9,95.7,241.2,327.9,1543.7,101.5,-34.4,-5.8,-1.0,-11.4,-29.2,-10.8,-19.6,3051
Charles County,01/01/2015 12:00:00 AM,156234,3,23,120,435,539,2200,207,3527,-1.9,581,16.5,6.4,83.5,-3.4,2257.5,-3.0,371.9,5.3,1885.6,-4.4,1.9,14.7,76.8,278.4,345.0,1408.1,132.5,48.5,-1.0,-19.7,15.4,5.2,-8.8,30.5,2946
Charles County,01/01/2016 12:00:00 AM,157065,6,38,139,381,396,2018,167,3145,-10.8,564,17.9,-2.9,82.1,-12.4,2002.4,-11.3,359.1,-3.4,1643.3,-4.4,3.8,24.2,88.5,242.6,252.1,1284.8,106.3,98.9,64.3,15.2,-12.9,-26.9,-8.8,-19.8,2581
Dorchester County,01/01/1975 12:00:00 AM,28900,3,5,41,252,314,734,20,1369,,301,22.0,,78.0,,4737.0,,1041.5,,3695.5,,10.4,17.3,141.9,872.0,1086.5,2539.8,69.2,,,,,,,,1068
Dorchester County,01/01/1976 12:00:00 AM,29929,4,3,27,215,301,757,25,1332,-2.7,249,18.7,-17.3,81.3,1.4,4450.5,-6.0,832.0,-20.1,3618.6,-2.1,13.4,10.0,90.2,718.4,1005.7,2529.3,83.5,28.7,-42.1,-36.4,-17.6,-7.4,-0.4,20.7,1083
Dorchester County,01/01/1977 12:00:00 AM,29991,1,6,8,163,280,738,27,1223,-8.2,178,14.6,-28.5,85.4,-3.5,4077.9,-8.4,593.5,-28.7,3484.4,-3.7,3.3,20.0,26.7,543.5,933.6,2460.7,90.0,-75.1,99.6,-70.4,-24.3,-7.2,-2.7,7.8,1045
Dorchester County,01/01/1978 12:00:00 AM,30124,1,3,21,159,272,640,37,1133,-7.4,184,16.2,3.4,83.8,-9.2,3761.1,-7.8,610.8,2.9,3150.3,-9.6,3.3,10.0,69.7,527.8,902.9,2124.6,122.8,-0.4,-50.2,161.3,-2.9,-3.3,-13.7,36.4,949
Dorchester County,01/01/1979 12:00:00 AM,30647,5,9,18,113,311,807,42,1305,15.2,145,11.1,-21.2,88.9,22.2,4258.2,13.2,473.1,-22.5,3785.0,20.1,16.3,29.4,58.7,368.7,1014.8,2633.2,137.0,391.5,194.9,-15.7,-30.1,12.4,23.9,11.6,1160
Dorchester County,01/01/1980 12:00:00 AM,30549,6,6,15,142,347,842,53,1411,8.1,169,12.0,16.6,88.0,7.1,4618.8,8.5,553.2,16.9,4065.6,7.4,19.6,19.6,49.1,464.8,1135.9,2756.2,173.5,20.4,-33.1,-16.4,26.1,11.9,4.7,26.6,1242
Dorchester County,01/01/1981 12:00:00 AM,31050,3,4,10,137,335,978,50,1517,7.5,154,10.2,-8.9,89.8,9.7,4885.7,5.8,496.0,-10.3,4389.7,8.0,9.7,12.9,32.2,441.2,1078.9,3149.8,161.0,-50.8,-34.4,-34.4,-5.1,-5.0,14.3,-7.2,1363
Dorchester County,01/01/1982 12:00:00 AM,31079,3,4,22,135,366,914,46,1490,-1.8,164,11.0,6.5,89.0,-2.7,4794.2,-1.9,527.7,6.4,4266.5,-2.8,9.7,12.9,70.8,434.4,1177.6,2940.9,148.0,-0.1,-0.1,119.8,-1.6,9.2,-6.6,-8.1,1326
Dorchester County,01/01/1983 12:00:00 AM,31361,2,7,19,126,265,739,29,1187,-20.3,154,13.0,-6.1,87.0,-22.1,3785.0,-21.1,491.1,-6.9,3293.9,-22.8,6.4,22.3,60.6,401.8,845.0,2356.4,92.5,-33.9,73.4,-14.4,-7.5,-28.2,-19.9,-37.5,1033
Dorchester County,01/01/1984 12:00:00 AM,30863,0,3,18,97,215,711,38,1082,-8.8,118,10.9,-23.4,89.1,-6.7,3505.8,-7.4,382.3,-22.1,3123.5,-5.2,0.0,9.7,58.3,314.3,696.6,2303.7,123.1,-100.0,-56.5,-3.7,-21.8,-17.6,-2.2,33.1,964
Dorchester County,01/01/1985 12:00:00 AM,30194,2,6,29,132,258,784,30,1241,14.7,169,13.6,43.2,86.4,11.2,4110.1,17.2,559.7,46.4,3550.4,13.7,6.6,19.9,96.0,437.2,854.5,2596.5,99.4,662.4,104.4,64.7,39.1,22.7,12.7,-19.3,1072
Dorchester County,01/01/1986 12:00:00 AM,30693,2,13,30,133,342,766,44,1330,7.2,178,13.4,5.3,86.6,7.5,4333.2,5.4,579.9,3.6,3753.3,5.7,6.5,42.4,97.7,433.3,1114.3,2495.7,143.4,-1.6,113.1,1.8,-0.9,30.4,-3.9,44.3,1152
Dorchester County,01/01/1987 12:00:00 AM,30380,4,10,36,154,349,744,46,1343,1.0,204,15.2,14.6,84.8,-1.1,4420.7,2.0,671.5,15.8,3749.2,-0.1,13.2,32.9,118.5,506.9,1148.8,2449.0,151.4,102.1,-22.3,21.2,17.0,3.1,-1.9,5.6,1139
Dorchester County,01/01/1988 12:00:00 AM,30621,1,10,36,159,384,774,47,1411,5.1,206,14.6,1.0,85.4,5.8,4607.9,4.2,672.7,0.2,3935.2,5.0,3.3,32.7,117.6,519.3,1254.0,2527.7,153.5,-75.2,-0.8,-0.8,2.4,9.2,3.2,1.4,1205
Dorchester County,01/01/1989 12:00:00 AM,30875,4,17,36,178,383,861,45,1524,8.0,235,15.4,14.1,84.6,7.0,4936.0,7.1,761.1,13.1,4174.9,6.1,13.0,55.1,116.6,576.5,1240.5,2788.7,145.7,296.7,68.6,-0.8,11.0,-1.1,10.3,-5.0,1289
Dorchester County,01/01/1990 12:00:00 AM,30236,5,20,25,191,284,650,57,1232,-19.2,241,19.6,2.6,80.4,-23.1,4074.6,-17.5,797.1,4.7,3277.5,-21.5,16.5,66.1,82.7,631.7,939.3,2149.8,188.5,27.6,20.1,-29.1,9.6,-24.3,-22.9,29.3,991
Dorchester County,01/01/1991 12:00:00 AM,30732,1,11,27,185,305,746,45,1320,7.1,224,17.0,-7.1,83.0,10.6,4295.2,5.4,728.9,-8.6,3566.3,8.8,3.3,35.8,87.9,602.0,992.5,2427.4,146.4,-80.3,-45.9,6.3,-4.7,5.7,12.9,-22.3,1096
Dorchester County,01/01/1992 12:00:00 AM,31034,0,15,26,176,333,815,54,1419,7.5,217,15.3,-3.1,84.7,9.7,4572.4,6.5,699.2,-4.1,3873.2,8.6,0.0,48.3,83.8,567.1,1073.0,2626.2,174.0,-100.0,35.0,-4.6,-5.8,8.1,8.2,18.8,1202
Dorchester County,01/01/1993 12:00:00 AM,30487,2,13,16,228,361,875,55,1550,9.2,259,16.7,19.4,83.3,7.4,5084.1,11.2,849.5,21.5,4234.6,9.3,6.6,42.6,52.5,747.9,1184.1,2870.1,180.4,656.0,-11.8,-37.4,31.9,10.4,9.3,3.7,1291
Dorchester County,01/01/1994 12:00:00 AM,30737,0,8,23,167,329,834,47,1408,-9.2,198,14.1,-23.6,85.9,-6.3,4580.8,-9.9,644.2,-24.2,3936.6,-7.0,0.0,26.0,74.8,543.3,1070.4,2713.3,152.9,-100.0,-39.0,42.6,-27.4,-9.6,-5.5,-15.2,1210
Dorchester County,01/01/1995 12:00:00 AM,30640,2,19,41,198,255,743,68,1326,-5.8,260,19.6,31.3,80.4,-11.9,4327.7,-5.5,848.6,31.7,3479.1,-11.6,6.5,62.0,133.8,646.2,832.2,2424.9,221.9,652.7,138.3,78.8,18.9,-22.2,-10.6,45.1,1066
Dorchester County,01/01/1996 12:00:00 AM,30820,0,15,32,154,305,873,74,1453,9.6,201,13.8,-22.7,86.2,17.4,4714.5,8.9,652.2,-23.1,4062.3,16.8,0.0,48.7,103.8,499.7,989.6,2832.6,240.1,-100.0,-21.5,-22.4,-22.7,18.9,16.8,8.2,1252
Dorchester County,01/01/1997 12:00:00 AM,30952,1,20,27,169,247,930,66,1460,0.5,217,14.9,8.0,85.1,-0.7,4717.0,0.1,701.1,7.5,4015.9,-1.1,3.2,64.6,87.2,546.0,798.0,3004.7,213.2,323.1,32.8,-16.0,9.3,-19.4,6.1,-11.2,1243
Dorchester County,01/01/1998 12:00:00 AM,30134,2,9,21,157,203,612,37,1041,-28.7,189,18.2,-12.9,81.8,-31.5,3454.6,-26.8,627.2,-10.5,2827.4,-29.6,6.6,29.9,69.7,521.0,673.7,2030.9,122.8,105.4,-53.8,-20.1,-4.6,-15.6,-32.4,-42.4,852
Dorchester County,01/01/1999 12:00:00 AM,29715,5,7,30,157,271,645,53,1168,12.2,199,17.0,5.3,83.0,13.7,3930.7,13.8,669.7,6.8,3261.0,15.3,16.8,23.6,101.0,528.4,912.0,2170.6,178.4,153.5,-21.1,44.9,1.4,35.4,6.9,45.3,969
Dorchester County,01/01/2000 12:00:00 AM,30674,0,8,17,157,233,747,43,1205,3.2,182,15.1,-8.5,84.9,5.6,3928.4,-0.1,593.3,-11.4,3335.1,2.3,0.0,26.1,55.4,511.8,759.6,2435.3,140.2,-100.0,10.7,-45.1,-3.1,-16.7,12.2,-21.4,1023
Dorchester County,01/01/2001 12:00:00 AM,31130,2,8,22,173,224,736,58,1223,1.5,205,16.8,12.6,83.2,-0.5,3928.7,0.0,658.5,11.0,3270.2,-1.9,6.4,25.7,70.7,555.7,719.6,2364.3,186.3,642.5,-1.5,27.5,8.6,-5.3,-2.9,32.9,1018
Dorchester County,01/01/2002 12:00:00 AM,31610,4,11,28,169,220,810,79,1321,8.0,212,16.0,3.4,84.0,8.9,4179.1,6.4,670.7,1.8,3508.4,7.3,12.7,34.8,88.6,534.6,696.0,2562.5,249.9,97.0,35.4,25.3,-3.8,-3.3,8.4,34.1,1109
Dorchester County,01/01/2003 12:00:00 AM,30734,2,12,23,113,197,758,74,1179,-10.7,150,12.7,-29.2,87.3,-7.2,3836.1,-8.2,488.1,-27.2,3348.1,-4.6,6.5,39.0,74.8,367.7,641.0,2466.3,240.8,-48.6,12.2,-15.5,-31.2,-7.9,-3.8,-3.7,1029
Dorchester County,01/01/2004 12:00:00 AM,30885,3,10,15,109,261,799,92,1289,9.3,137,10.6,-8.7,89.4,12.0,4173.5,8.8,443.6,-9.1,3730.0,11.4,9.7,32.4,48.6,352.9,845.1,2587.0,297.9,49.3,-17.1,-35.1,-4.0,31.8,4.9,23.7,1152
Dorchester County,01/01/2005 12:00:00 AM,31147,0,9,43,122,229,840,77,1320,2.4,174,13.2,27.0,86.8,-0.5,4238.0,1.5,558.6,25.9,3679.3,-1.4,0.0,28.9,138.1,391.7,735.2,2696.9,247.2,-100.0,-10.8,184.3,11.0,-13.0,4.2,-17.0,1146
Dorchester County,01/01/2006 12:00:00 AM,31487,1,7,32,141,338,901,89,1509,14.3,181,12.0,4.0,88.0,15.9,4792.5,13.1,574.8,2.9,4217.6,14.6,3.2,22.2,101.6,447.8,1073.5,2861.5,282.7,317.6,-23.1,-26.4,14.3,46.0,6.1,14.3,1328
Dorchester County,01/01/2007 12:00:00 AM,31500,5,5,49,101,265,871,56,1352,-10.4,160,11.8,-11.6,88.2,-10.2,4292.1,-10.4,507.9,-11.6,3784.1,-10.3,15.9,15.9,155.6,320.6,841.3,2765.1,177.8,399.8,-28.6,53.1,-28.4,-21.6,-3.4,-37.1,1192
Dorchester County,01/01/2008 12:00:00 AM,31780,1,12,50,124,400,762,61,1410,4.3,187,13.3,16.9,86.7,2.6,4436.8,3.4,588.4,15.8,3848.3,1.7,3.1,37.8,157.3,390.2,1258.7,2397.7,191.9,-80.2,137.9,1.1,21.7,49.6,-13.3,8.0,1223
Dorchester County,01/01/2009 12:00:00 AM,32317,0,11,28,144,253,681,26,1143,-18.9,183,16.0,-2.1,84.0,-21.5,3536.8,-20.3,566.3,-3.8,2970.6,-22.8,0.0,34.0,86.6,445.6,782.9,2107.3,80.5,-100.0,-9.9,-44.9,14.2,-37.8,-12.1,-58.1,960
Dorchester County,01/01/2010 12:00:00 AM,32376,1,9,54,124,242,720,38,1188,3.9,188,15.8,2.7,84.2,4.2,3669.4,3.7,580.7,2.5,3088.7,4.0,3.1,27.8,166.8,383.0,747.5,2223.9,117.4,308.9,-18.3,92.5,-14.0,-4.5,5.5,45.9,1000
Dorchester County,01/01/2011 12:00:00 AM,32927,1,10,21,110,271,825,48,1286,8.2,142,11.0,-24.5,89.0,14.4,3905.6,6.4,431.3,-25.7,3474.4,12.5,3.0,30.4,63.8,334.1,823.0,2505.5,145.8,-1.7,9.3,-61.8,-12.8,10.1,12.7,24.2,1144
Dorchester County,01/01/2012 12:00:00 AM,32955,1,15,35,114,296,799,49,1309,1.8,165,12.6,16.2,87.4,0.0,3972.1,1.7,500.7,16.1,3471.4,-0.1,3.0,45.5,106.2,345.9,898.2,2424.5,148.7,-0.1,49.9,66.5,3.5,9.1,-3.2,2.0,1144
Dorchester County,01/01/2013 12:00:00 AM,32578,0,6,36,108,188,763,19,1120,-14.4,150,13.4,-9.1,86.6,-15.2,3437.9,-13.4,460.4,-8.0,2977.5,-14.2,0.0,18.4,110.5,331.5,577.1,2342.1,58.3,-100.0,-59.5,4.0,-4.2,-35.8,-3.4,-60.8,970
